mapping_id	ko_path	source_type	en_target_paths	assigned_audit_job	primary_owner_job	supporting_jobs	previous_evidence_refs	path_validation	notes
F02-03	faq/Home/02. 운영 및 관리/02-03. Database 를 stop 하고 start 하는 방법__9764972.md	faq	FAQE/Home/02. Operation and Management/How to start and stop the database__22642937.md	S021	S021	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P215	exists	none
F02-04	faq/Home/02. 운영 및 관리/02-04. Database 의 db name을 바꾸는 방법__10059840.md	faq	FAQE/Home/02. Operation and Management/How to change the database's db name__16875966.md	S021	S021	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P215	exists	none
F02-05	faq/Home/02. 운영 및 관리/02-05. Datafile 을 추가한 이력 확인 방법__8454956.md	faq	FAQE/Home/02. Operation and Management/How to check the history of adding datafiles__16875969.md	S022	S022	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P216	exists	none
F02-06	faq/Home/02. 운영 및 관리/02-06. DB 이름 변경 후 server create 오류발생시__8454421.md	faq	FAQE/Home/02. Operation and Management/When server create errors occur after DB name change__16875972.md	S021	S021	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P215	exists	none
F02-07	faq/Home/02. 운영 및 관리/02-07. floating point 형 data type (double, float) 사용 시 주의사항__8454981.md	faq	FAQE/Home/02. Operation and Management/Notes on using floating point data type (double, float)__16875974.md	S022	S022	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P216	exists	none
F02-08	faq/Home/02. 운영 및 관리/02-08. HP-UX에서 부팅 시 알티베이스를 자동으로 시작(startup)하는 방법__9110724.md	faq	FAQE/Home/02. Operation and Management/How to startup Altibase automatically when booting from HP-UX__16875976.md	S021	S021	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P216	exists	none
F02-09	faq/Home/02. 운영 및 관리/02-09. IPC 통신을 위한 알티베이스 서버 설정__9110665.md	faq	FAQE/Home/02. Operation and Management/Altibase Server Configuration for IPC Communication__22642933.md	S021	S021	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P215	exists	none
F02-10	faq/Home/02. 운영 및 관리/02-10. LOCK TIMEOUT 발생 시 조치 방법__9110702.md	faq	FAQE/Home/02. Operation and Management/How to resolve when LOCK TIMEOUT occurs__16875984.md	S021	S021	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P215	exists	none
F02-11A	faq/Home/02. 운영 및 관리/02-11. Lock 잡고 있는 세션을 강제로 종료하는 방법__9110706.md	faq	FAQE/Home/02. Operation and Management/How to forcefully close a session that is being locked__16875986.md	S021	S021	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P215	exists	none
F02-11B	faq/Home/02. 운영 및 관리/02-11. Maximum Capacity Specifications for Altibase__9110717.md	faq	FAQE/Home/02. Operation and Management/Maximum Capacity Specifications for Altibase__16875989.md	S022	S022	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P216	exists	Korean source has duplicate 02-11 numbering; mapping ID disambiguates it as F02-11B.
F02-12	faq/Home/02. 운영 및 관리/02-12. MEM_MAX_DB_SIZE 프로퍼티 설정 변경__8454891.md	faq	FAQE/Home/02. Operation and Management/What is MEM_MAX_DB_SIZE__16875991.md	S022	S022	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P216	exists	none
F02-13	faq/Home/02. 운영 및 관리/02-13. PUBLIC SYNONYM 을 삭제해도 되나요__6520939.md	faq	FAQE/Home/02. Operation and Management/Can PUBLIC SYNONYM be dropped__16875993.md	S021	S021	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P216	exists	none
F02-14	faq/Home/02. 운영 및 관리/02-14. Solaris에서 OS booting 시 자동 altibase startup__9110643.md	faq	FAQE/Home/02. Operation and Management/Automatic altibase startup during OS booting in Solaris__16875996.md	S021	S021	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P216	exists	none
F02-15	faq/Home/02. 운영 및 관리/02-15. sys 유저 패스워드 변경 방법__6521708.md	faq	FAQE/Home/02. Operation and Management/How to change sys user password__16876004.md	S021	S021	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P215	exists	none
F02-16	faq/Home/02. 운영 및 관리/02-16. Table 데이터는 Disk 에 저장하고 인덱스만 Memory 에 생성이 가능한가요__8454455.md	faq	FAQE/Home/02. Operation and Management/Can table data be saved on disk and only indexes can be created in memory__16876008.md	S022	S022	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P216	exists	none
F02-17	faq/Home/02. 운영 및 관리/02-17. TRANSACTION_TABLE_SIZE 변경 시 고려사항__7341337.md	faq	FAQE/Home/02. Operation and Management/Notes_Considerations when changing TRANSACTION_TABLE_SIZE__16876013.md	S022	S022	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P215	exists	none
F02-18	faq/Home/02. 운영 및 관리/02-18. 데이터베이스 보안 점검 체크리스트__6521702.md	faq	FAQE/Home/02. Operation and Management/Database Security Checklist__22642935.md	S021	S021	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P215	exists	none
F02-19	faq/Home/02. 운영 및 관리/02-19. 동시 접속 세션 수(MAX_CLIENT) 증가 시 고려사항__7341076.md	faq	FAQE/Home/02. Operation and Management/Notes_Considerations when increasing the number of concurrent connection sessions (MAX_CLIENT)__16876028.md	S021	S021	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P215	exists	none
F02-20	faq/Home/02. 운영 및 관리/02-20. 로그디스크 FULL이 발생하는 경우와 대처 방법__9110748.md	faq	FAQE/Home/02. Operation and Management/When log disk is FULL and its countermeasures__16876034.md	S022	S022	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P216	exists	none
F02-21	faq/Home/02. 운영 및 관리/02-21. 사용자 생성(CREATE USER) 및 패스워드 변경(ALTER USER) 방법__9110757.md	faq	FAQE/Home/02. Operation and Management/How to create a user (CREATE USER) and change a password (ALTER USER)__16876036.md	S021	S021	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P215	exists	none
F02-22	faq/Home/02. 운영 및 관리/02-22. 사용자 패스워드 길이 제약 - 버전 별 차이__7341322.md	faq	FAQE/Home/02. Operation and Management/User password length limitation - Differences by version__22642941.md	S021	S021	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P215	exists	none
F02-23	faq/Home/02. 운영 및 관리/02-23. 작업(Job)객체 생성 및 실행 방법__9109696.md	faq	FAQE/Home/02. Operation and Management/How to create and execute Job objects__16876042.md	S022	S022	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P216	exists	none
F02-24	faq/Home/02. 운영 및 관리/02-24. 캐릭터셋 변경 방법 상세 절차__8454470.md	faq	FAQE/Home/02. Operation and Management/Detailed procedure for changing character set__16876045.md	S022	S022	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P216	exists	none
F02-25	faq/Home/02. 운영 및 관리/02-25. 테이블스페이스 데이터 파일 경로 변경 방법__9109934.md	faq	FAQE/Home/02. Operation and Management/How to change the tablespace data file path__16876049.md	S022	S022	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P216	exists	none
F02-26	faq/Home/02. 운영 및 관리/02-26. 로그앵커, 온라인 로그파일, 아카이브 로그파일, 더블 라이트(Double Write)파일 경로 변경 방법__14057689.md	faq	FAQE/Home/02. Operation and Management/How to change the path of log anchor, online log file, archive log file, and double write file__16876052.md	S022	S022	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P216	exists	none
F02-27	faq/Home/02. 운영 및 관리/02-27. OS시간과 DB시간이 맞질 않습니다__22642857.md	faq	FAQE/Home/02. Operation and Management/The OS time and the DB time do not match__22642939.md	S021	S021	S031	KO_EN_DOC_REVIEW_REPORT.md J007; PASS2_KO_EN_DOC_REVIEW_REPORT.md P215	exists	none
F03-01	faq/Home/03. 이중화/03-01. replication conflict 발생원인과 해결방법__9110676.md	faq	FAQE/Home/03. Replication/Causes and Solutions of Replication Conflicts__16876059.md	S023	S023	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P217	exists	none
F03-02	faq/Home/03. 이중화/03-02. 동일 IP로 여러 개의 이중화 객체를 생성하는 방법__12517469.md	faq	FAQE/Home/03. Replication/How to create multiple replication objects with the same IP__16876063.md	S023	S023	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P217	exists	none
F03-03	faq/Home/03. 이중화/03-03. 알티베이스 이중화 대상 테이블에 대한 DDL 작업__8454667.md	faq	FAQE/Home/03. Replication/DDL operation on the table for Altibase replication__22642943.md	S023	S023	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P217	exists	none
F03-04	faq/Home/03. 이중화/03-04. 이중화 give-up에 대해__9110761.md	faq	FAQE/Home/03. Replication/Replication give-up__22642945.md	S023	S023	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P217	exists	none
F03-05	faq/Home/03. 이중화/03-05. 이중화 객체 IP 변경 방법__12517463.md	faq	FAQE/Home/03. Replication/How to change replication object IP__16876079.md	S023	S023	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P217	exists	none
F03-06	faq/Home/03. 이중화/03-06. 이중화 객체 생성 및 삭제 방법__13008990.md	faq	FAQE/Home/03. Replication/How to create_delete replication objects__16876082.md	S023	S023	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P217	exists	none
F03-07	faq/Home/03. 이중화/03-07. 이중화 대상 테이블 추가_삭제 방법__13008994.md	faq	FAQE/Home/03. Replication/How to add_delete replication target table__16876094.md	S023	S023	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P217	exists	none
F03-08	faq/Home/03. 이중화/03-08. 이중화 모니터링 쿼리__9110681.md	faq	FAQE/Home/03. Replication/Replication monitoring query__22642947.md	S023	S023	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P217	exists	none
F04-01	faq/Home/04. 백업 및 복구/04-01. aexport 및 iloader 이용__7341694.md	faq	FAQE/Home/04. Backup and Recovery/Using aexport and iloader__16876103.md	S024	S024	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P218	exists	none
F04-01-01	faq/Home/04. 백업 및 복구/04-01. aexport 및 iloader 이용/04-01-01. aexport, iloader 란__7341696.md	faq	FAQE/Home/04. Backup and Recovery/Using aexport and iloader/What is aexport, iloader__16876105.md	S024	S024	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P218	exists	none
F04-01-02	faq/Home/04. 백업 및 복구/04-01. aexport 및 iloader 이용/04-01-02. aexport 를 이용한 데이터베이스 객체 백업__7341698.md	faq	FAQE/Home/04. Backup and Recovery/Using aexport and iloader/Database object backup using aexport__22642949.md	S024	S024	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P218	exists	none
F04-01-03	faq/Home/04. 백업 및 복구/04-01. aexport 및 iloader 이용/04-01-03. iloader 를 이용한 데이터 다운로드__7341700.md	faq	FAQE/Home/04. Backup and Recovery/Using aexport and iloader/Data download using iloader__16876147.md	S024	S024	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P218	exists	none
F04-01-04	faq/Home/04. 백업 및 복구/04-01. aexport 및 iloader 이용/04-01-04. 데이터베이스 객체 생성 및 데이터 업로드__7341702.md	faq	FAQE/Home/04. Backup and Recovery/Using aexport and iloader/Create database object and upload data__16876145.md	S024	S024	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P218	exists	none
F04-02	faq/Home/04. 백업 및 복구/04-02. Cold Backup한 것을 Directory 경로변경 하여 복구하는 방법__9110699.md	faq	FAQE/Home/04. Backup and Recovery/How to recover cold backup by changing directory path__16876133.md	S024	S024	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P218	exists	none
F04-03	faq/Home/04. 백업 및 복구/04-03. Online Backup 및 Time Based Recovery 방법__9110695.md	faq	FAQE/Home/04. Backup and Recovery/Online Backup and Time Based Recovery__16876135.md	S024	S024	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P218	exists	none
F05-01	faq/Home/05. SQL/05-01. varchar, char 타입 비교__9110650.md	faq	FAQE/Home/05. SQL/Comparison between VARCHAR and CHAR types__16876151.md	S024	S024	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P218	exists	none
F05-02	faq/Home/05. SQL/05-02. 객체에 부여된 권한을 확인하는 방법__8454634.md	faq	FAQE/Home/05. SQL/How to check the privileges granted to an object__16876153.md	S024	S024	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P218	exists	none
F06-01	faq/Home/06. Stored Procedures/06-01. Stored Procedure 내에서 DML 로 영향 받은 레코드 수 확인 방법__8454526.md	faq	FAQE/Home/06. Stored Procedure/How to check the number of records affected by DML within the stored procedure__16876157.md	S024	S024	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P218	exists	none
F06-02	faq/Home/06. Stored Procedures/06-02. 저장 프로시저 내용 확인 방법__9110656.md	faq	FAQE/Home/06. Stored Procedure/How to check the contents of stored procedure__16876159.md	S024	S024	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P218	exists	none
F07-01	faq/Home/07. 개발 및 API/07-01. Connection 연결이 끊어지는 경우와 각 경우의 에러 코드 및 에러 메세지(APRE_C_C++, SQLCLI)__9110022.md	faq	FAQE/Home/07. Development and API/Connection disconnection, error codes, and error messages in each case (APRE_C_C++, SQLCLI)__16876167.md	S025	S025	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P219	exists	none
F07-02-01	faq/Home/07. 개발 및 API/07-02. JDBC/07-02-01. Altibase JDBC에서 Fail-Over 사용하는 방법은__9110740.md	faq	FAQE/Home/07. Development and API/JDBC/How to use Fail-Over in Altibase JDBC__16876173.md	S025	S025	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P219	exists	none
F07-02-02	faq/Home/07. 개발 및 API/07-02. JDBC/07-02-02. jdbc.trc 파일 생성 위치 변경 방법__8454703.md	faq	FAQE/Home/07. Development and API/JDBC/How to change the jdbc.trc file creation location__16876175.md	S025	S025	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P219	exists	none
F07-02-03	faq/Home/07. 개발 및 API/07-02. JDBC/07-02-03. JDBC를 통한 서로 다른 Altibase 버전 동시 접속__22642863.md	faq	FAQE/Home/07. Development and API/JDBC/Simultaneous connections to different Altibase versions via JDBC__22642951.md	S025	S025	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P219	exists	none
F07-03-01	faq/Home/07. 개발 및 API/07-03. ODBC/07-03-01. 64-bit Windows에서 32-bit ODBC 설치__9110670.md	faq	FAQE/Home/07. Development and API/ODBC/32-bit ODBC installation on 64-bit Windows__22642957.md	S025	S025	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P219	exists	none
F07-03-02	faq/Home/07. 개발 및 API/07-03. ODBC/07-03-02. ODBC 함수, SQLFreeStmt__9110024.md	faq	FAQE/Home/07. Development and API/ODBC/ODBC function, SQLFreeStmt__16876183.md	S025	S025	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P219	exists	none
F07-03-03	faq/Home/07. 개발 및 API/07-03. ODBC/07-03-03. unix_odbc와 연동하기__9110646.md	faq	FAQE/Home/07. Development and API/ODBC/Integrating with unix_odbc__16876187.md	S025	S025	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P219	exists	none
F07-04-01	faq/Home/07. 개발 및 API/07-04. PHP/07-04-01. php 사용중인데 한글이 깨집니다__8454801.md	faq	FAQE/Home/07. Development and API/PHP/Hangul is broken when using php__16876191.md	S025	S025	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P219	exists	none
F07-05	faq/Home/07. 개발 및 API/07-05. Spring+iBatis 트랜잭션 관리 방법__9109742.md	faq	FAQE/Home/07. Development and API/How to manage Spring+iBatis transaction__16876194.md	S025	S025	S031	KO_EN_DOC_REVIEW_REPORT.md J008; PASS2_KO_EN_DOC_REVIEW_REPORT.md P219	exists	none
F08-01	faq/Home/08. 모니터링/08-01. Altibase에서 수행된 쿼리 로그 남기는 방법(altiProfile)은__9110730.md	faq	FAQE/Home/08. Monitoring/How to log queries performed in Altibase (altiProfile)__22642959.md	S026	S026	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P220	exists	none
F08-02	faq/Home/08. 모니터링/08-02. Lock 관련 정보 조회__9109812.md	faq	FAQE/Home/08. Monitoring/Lock related properties__16876204.md	S026	S026	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P220	exists	none
F08-03	faq/Home/08. 모니터링/08-03. OS별 시스템 정보 보기__9110801.md	faq	FAQE/Home/08. Monitoring/System information by OS__16876206.md	S026	S026	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P220	exists	none
F08-04	faq/Home/08. 모니터링/08-04. Windows 용 모니터링 툴__7340488.md	faq	FAQE/Home/08. Monitoring/Monitoring Tools for Windows__16876220.md	S026	S026	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P220	exists	none
F08-05	faq/Home/08. 모니터링/08-05. 디스크 테이블 및 인덱스 사용량__7342015.md	faq	FAQE/Home/08. Monitoring/Disk table and index usage__16876226.md	S026	S026	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P220	exists	none
F08-05-01	faq/Home/08. 모니터링/08-05. 디스크 테이블 및 인덱스 사용량/08-05-01. ALTIBASE HDB 4.3.9.x__7342017.md	faq	FAQE/Home/08. Monitoring/Disk table and index usage/ALTIBASE HDB 4.3.9.x__16876229.md	S026	S026	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P220	exists	none
F08-05-02	faq/Home/08. 모니터링/08-05. 디스크 테이블 및 인덱스 사용량/08-05-02. ALTIBASE HDB 5.1.5.x__7342019.md	faq	FAQE/Home/08. Monitoring/Disk table and index usage/ALTIBASE HDB 5.1.5.x__16876234.md	S026	S026	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P220	exists	none
F08-05-03	faq/Home/08. 모니터링/08-05. 디스크 테이블 및 인덱스 사용량/08-05-03. ALTIBASE HDB 5.3.x, 5.5.1, 6.1.1, 6.3.1__7342021.md	faq	FAQE/Home/08. Monitoring/Disk table and index usage/ALTIBASE HDB 5.3.x, 5.5.1, 6.1.1, 6.3.1__16876240.md	S026	S026	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P220	exists	none
F08-06-01	faq/Home/08. 모니터링/08-06. 디스크 테이블스페이스 사용량/08-06-01. ALTIBASE HDB 4.3.9__7342007.md	faq	FAQE/Home/08. Monitoring/Disk tablespace usage/ALTIBASE HDB 4.3.9__16876249.md	S026	S026	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P220	exists	none
F08-06-02	faq/Home/08. 모니터링/08-06. 디스크 테이블스페이스 사용량/08-06-02. ALTIBASE HDB 5.1.5__7342009.md	faq	FAQE/Home/08. Monitoring/Disk tablespace usage/ALTIBASE HDB 5.1.5__16876251.md	S026	S026	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P220	exists	none
F08-06-03	faq/Home/08. 모니터링/08-06. 디스크 테이블스페이스 사용량/08-06-03. ALTIBASE HDB 5.3.3, 5.3.5__7342011.md	faq	FAQE/Home/08. Monitoring/Disk tablespace usage/ALTIBASE HDB 5.3.3, 5.3.5__16876253.md	S026	S026	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P220	exists	none
F08-06-04	faq/Home/08. 모니터링/08-06. 디스크 테이블스페이스 사용량/08-06-04. ALTIBASE HDB 5.5.1, 6.1.1, 6.3.1__7342013.md	faq	FAQE/Home/08. Monitoring/Disk tablespace usage/ALTIBASE HDB 5.5.1, 6.1.1, 6.3.1__16876255.md	S026	S026	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P220	exists	none
F08-07	faq/Home/08. 모니터링/08-07. 롤백(rollback) 중인 쿼리를 확인하는 방법__8454580.md	faq	FAQE/Home/08. Monitoring/How to determine which queries are being rolled back__16876296.md	S026	S026	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P220	exists	none
F08-08	faq/Home/08. 모니터링/08-08. 메모리 테이블 및 인덱스 사용량__8454613.md	faq	FAQE/Home/08. Monitoring/Memory table and index usage__16876259.md	S026	S026	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P220	exists	none
F08-09-01	faq/Home/08. 모니터링/08-09. 메모리 테이블스페이스 사용량/08-09-01. ALTIBASE HDB 5.5.1, 6.1.1, 6.3.1__8454645.md	faq	FAQE/Home/08. Monitoring/Memory tablespace usage/ALTIBASE HDB 5.5.1, 6.1.1, 6.3.1__16876263.md	S026	S026	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P220	exists	none
F08-10	faq/Home/08. 모니터링/08-10. 알티몬(altimon) 설정 및 실행 방법__6979592.md	faq	FAQE/Home/08. Monitoring/How to set up and execute altimon__16876266.md	S026	S026	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P220	exists	none
F08-11-01	faq/Home/08. 모니터링/08-11. 언두 테이블스페이스(UNDO TABLESPACE)/08-11-01. 언두 테이블스페이스 사용량__7341970.md	faq	FAQE/Home/08. Monitoring/Undo Tablespace/Undo tablespace usage__22642965.md	S026	S026	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P220	exists	none
F08-11-02	faq/Home/08. 모니터링/08-11. 언두 테이블스페이스(UNDO TABLESPACE)/08-11-02. 언두 테이블스페이스 사용량 증가 시 모니터링 방법__8455098.md	faq	FAQE/Home/08. Monitoring/Undo Tablespace/Monitoring method when undo tablespace usage increases__22642963.md	S026	S026	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P220	exists	none
F08-12	faq/Home/08. 모니터링/08-12. 테이블_컬럼 정의서__12517434.md	faq	FAQE/Home/08. Monitoring/Table_Column Definition__22642961.md	S026	S026	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P220	exists	none
F09-01	faq/Home/09. 에러메시지/09-01. [Notify _ Fetch Timeout] Session Closed by Server__9109652.md	faq	FAQE/Home/09. Error Messages/[Notify _ Fetch Timeout] Session Closed by Server__16876301.md	S027	S027	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-02	faq/Home/09. 에러메시지/09-02. [Warning] Memory allocation failed__9109748.md	faq	FAQE/Home/09. Error Messages/[Warning] Memory allocation failed__16876308.md	S027	S027	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-03	faq/Home/09. 에러메시지/09-03. altibase_boot.log의 TRY_COUNT, LOCK_COUNT, MISS_COUNT 메시지 의미__9110174.md	faq	FAQE/Home/09. Error Messages/altibase_boot.log - TRY_COUNT, LOCK_COUNT, MISS_COUNT__22642967.md	S027	S027	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-04	faq/Home/09. 에러메시지/09-04. altibase_qp.log의 8자리 errorcode 확인방법__6521445.md	faq	FAQE/Home/09. Error Messages/How to check the 8-digit errorcode of altibase_qp.log__16876313.md	S027	S027	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-05	faq/Home/09. 에러메시지/09-05. Closed Socket by client is Detected__6521171.md	faq	FAQE/Home/09. Error Messages/Closed Socket by client is Detected__16876319.md	S027	S027	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-06	faq/Home/09. 에러메시지/09-06. ERR-0109D Insufficient memory__6521110.md	faq	FAQE/Home/09. Error Messages/ERR-0109D Insufficient memory__16876324.md	S027	S027	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-07	faq/Home/09. 에러메시지/09-07. ERR-311E0 The estimated size of the index key exceeds the maximum limit__6521026.md	faq	FAQE/Home/09. Error Messages/ERR-311E0 The estimated size of the index key exceeds the maximum limit__16876328.md	S027	S027	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
